address,in_wallet,staked,unstaking,in_terraswap_mars_ust_pair,in_astroport_mars_ust_pair,in_astroport_xmars_mars_pair,in_generator,in_apollo,in_spec,in_auction,in_council,total
terra1zsqu60y738u0jgk36sdrptq44ejke6a7e392sd,118216260,0,0,0,0,0,0,0,0,3046289375,0,3164505635
terra18s7nfc66vjh4f7d6xu5kjevja3qtemmzal3l36,12314486,0,0,0,0,0,3150518658,0,0,0,0,3162833144
terra1c0z7pp4hhpur73j5sfza72n4ntgzyar2eaepgz,0,3160508326,0,0,0,0,0,0,0,0,0,3160508326
terra1uj4xrzq34knyyku3flas5u2mj0n4qcg5zgrgf6,3156686838,0,0,0,0,0,0,0,0,0,0,3156686838
terra1gt8gv66jddnqkces5dl5muqqh5wnnn5vryhwrd,3155850752,0,0,0,0,0,0,0,0,0,0,3155850752
terra1y9ma5e9td5pgkdhpq5t4m7ka9pxg9u0tvns9qd,0,2538040842,0,0,0,0,0,0,0,616166741,0,3154207583
terra1h47nvf8m608fw8xr4vz677y2406sfmsyy7793x,0,3154116281,0,0,0,0,0,0,0,0,0,3154116281
terra1qrxnlneg0n5uu2e6mr00ewxdwkczkhmk8qwwj2,0,0,256931548,0,0,0,0,0,0,2892742302,0,3149673850
terra1f3xvdz0y5x2mrdh3yaceahgfrj0rjt763cwceq,0,0,0,0,0,0,0,0,0,3149418768,0,3149418768
terra1e93eume2mmyxl0w4djcsszz76lyuh6yk739mxc,0,0,0,0,0,0,3147168253,0,0,0,0,3147168253
terra16j4mr2dl6ehpfjdvksmwk67wz5mrtgc922cvy6,0,0,0,0,0,0,0,0,3145405502,0,0,3145405502
terra1e5mm22334drpkgtsumpjazuta982cn4f9dzdr8,3144549859,0,0,0,0,0,0,0,0,0,0,3144549859
terra1sn7xz6tw5k5rw04lckcycs0egnvcs7wqa2lczx,3143449400,0,0,0,0,0,0,0,0,0,0,3143449400
terra1lvw2kay4mj33zaej0m6grdqhu4yg98hujwdf26,0,3141306268,0,0,0,0,0,0,0,0,0,3141306268
terra1jc9xew40pvztt45qh0tlj3pwff23u7q7ppylyx,0,423705521,0,0,0,0,0,0,0,2715433520,0,3139139040
terra1nf4spkar3cdc9x5cflvxretr4qug43tqv58qxl,0,0,0,0,0,0,0,0,0,3137536140,0,3137536140
terra1hxwd427tk49a7nh6h3ffk5kgjqk46m6d9nv9n6,0,0,3135518652,0,0,0,0,0,0,0,0,3135518652
terra1809x8txer7lwqk89yve7l4yc75zsnpdwvq9yfu,3135224617,0,0,0,0,0,0,0,0,0,0,3135224617
terra179kzrvrfy90qm7r86mq3ntx0mx659kgd6hvmsw,0,1001218655,0,0,0,0,0,0,0,2132835834,0,3134054489
terra136fcgj0xw6dgmf85w44tyzc560tytlr20sfnax,0,3131829642,0,0,0,0,0,0,0,0,0,3131829642
terra1zjsgy8y09u6ewkck7vn902n4xjzly8tg6y4u2h,10501,0,0,0,2052361892,0,0,0,0,1079328823,0,3131701216
terra1wncresz4g3p6g0xtxardayy7m3k98nzkgn9pxp,1575990326,1547779061,0,0,0,0,0,0,0,0,0,3123769387
terra1929llygsewg9zw806dfq755uvvekd9dakjq236,0,3122469558,0,0,0,0,0,0,0,0,0,3122469558
terra1y47h2pjpz85m9hum8sff9wwcfd86pwyvgrmg2x,0,3119929436,0,0,0,0,0,0,0,0,0,3119929436
terra1rcefln8nmmfu7629zemyspzgw0yxdn496aw303,223719372,0,0,0,0,0,2893264616,0,0,0,0,3116983988
terra1fv4f43dd6hk5q2gpe4mfhye8q8khyv39hr8z8g,0,0,0,0,0,0,0,0,0,3113658793,0,3113658793
terra17gz2mec56lzr99mf907pz3gjdq3e2m5acy0txv,1614946478,1498023222,0,0,0,0,0,0,0,0,0,3112969700
terra1tcttlvp753axe9cqek995gswwjkx4hcwxupep6,3112039274,0,0,0,0,0,0,0,0,0,0,3112039274
terra1ej8htf057n0aflatuzsku2rq6yghxmah2erpjs,0,3110728304,0,0,0,0,0,0,0,0,0,3110728304
terra1u2g232g8jnkx2e4cygqx3ydtdt0kz3980hp7fy,3100000000,0,0,0,0,0,0,0,0,0,0,3100000000
terra1yahtxmwvve89rgf28v54cp4et99fk84gwnce46,0,127912981,0,0,0,877403230,1250499144,0,0,833159293,0,3088974648
terra1dpjlf5t5fjk0kculasvd8hkvynpty5udlulgs6,1430010686,0,0,0,0,0,0,0,0,1658832363,0,3088843049
terra13cxvrsav4tm9r3v2klgd5a6zfy2f8d9m949q7g,11872324,2280517891,0,0,79421927,0,422239193,0,0,287875210,0,3081926545
terra1fz4r2czzlq0nhyql2wn42yn52yj38su9d0fyhx,27942917,0,0,0,0,0,0,0,0,3048221486,0,3076164403
terra1xrhfxjxf7py857k82cml6y22yymyur28jtnz7s,0,1768659196,0,0,0,0,0,0,0,1301747029,0,3070406225
terra19ycqyf3hww5qxy2mk2emlrmgw20e4cfew33p9n,3066047375,0,0,0,0,0,0,0,0,0,0,3066047375
terra1fltxvsksxpyd845ez630sca0glg8twsvp7hn5s,3063312657,0,0,0,0,0,0,0,0,0,0,3063312657
terra10epul476m7wufraudp0rpxrfsy5kc9mzqanyt3,0,0,3054365305,0,0,0,0,0,0,0,0,3054365305
terra1usj9qdk5yxe88mh8a8hvmfjc7369znktegf5et,93815125,0,0,0,0,0,633306237,0,0,2325103048,0,3052224410
terra1q58tm3thw9xvfz2nzry76f8uzf53zslsm32y39,0,0,0,0,0,0,0,0,0,3050067974,0,3050067974
terra12hlkhu37fnfsxrmj56dv8lrryxaztx56lqj367,0,0,0,0,0,0,0,0,0,3050061583,0,3050061583
terra185mt3z6jrr64kh8qy7vfucp92tn55q57mnlfyl,8288436,0,0,0,0,0,3041090894,0,0,0,0,3049379330
terra1y4e4leh8pckhl7em6g473e9fnleg24c7u0nnsu,0,1455914493,0,0,0,0,0,0,0,1591239746,0,3047154240
terra1lyv3aaskqnw0w6g9lcagmclap06xcwx9cqqwy9,0,0,0,0,0,0,0,0,0,3046289966,0,3046289966
terra1l72xv27ez68v0swe9ha29txxgcple89dugyhre,0,0,0,0,0,0,0,0,0,3046289375,0,3046289375
terra1qd3nesm6weghwu9yhwq6wj85ux25e9w9k0f545,0,0,0,0,0,0,0,0,0,3045897664,0,3045897664
terra17h7yrp4nzdffxctkw8fgcvw6ard0dssptrvycc,0,0,0,0,0,0,0,0,0,3045677584,0,3045677584
terra153wumykuhtvsx0w26djx4a7edpsnj355cznjss,0,2317813410,0,0,0,0,0,0,0,726221954,0,3044035365
terra1xgf90f6uye2n3968ufv0xf4k2qe84mc4qmx2m5,1278014073,1,0,0,0,55808014,1321396108,0,0,384572705,0,3039790902
terra1rl0empqygtayedz36fx5wt78x2nu9axnezld0x,3038393548,0,0,0,0,0,0,0,0,0,0,3038393548
terra18cj3ljlvmm3t5xmdv68322lgwuqhwf3luq5llt,0,1584952353,0,0,0,0,0,0,0,1449909677,0,3034862030
terra1pzrh723m5ss43ukda3mw7q55yqvxd6ncrfffrz,0,3033551744,0,0,0,0,0,0,0,0,0,3033551744
terra1uuauvfqn0mv78er6w6uj44uwgkfqv00n3m3rq3,0,0,0,0,0,0,0,0,0,3032830578,0,3032830578
terra1sdvle9pwam3ecjpkjg3zkxfx79xs7hy6esvgll,0,0,0,0,0,0,0,0,0,3030674500,0,3030674500
terra18z2xapwuz4mt72x922jnxer3z46ykfn2q3lmmf,3029418888,0,0,0,0,0,0,0,0,0,0,3029418888
terra12u4m464cw34ntz7479yhd3kgtleg43l6ku0jnt,0,0,0,0,0,0,0,0,0,3026115823,0,3026115823
terra19cd4mk2ytpvuk42y7sq75mwl9prvtg06ex0069,3025639168,0,0,0,0,0,0,0,0,0,0,3025639168
terra1ta3zsamxtpn66u5sw5usy0w6mreep5eug9xmru,3025363644,0,0,0,0,0,0,0,0,0,0,3025363644
terra1n9kn3qvcxunvplvyplrrs0ah33qt65djmz5c07,0,3013683710,0,0,0,0,0,0,0,0,0,3013683710
terra1p0g9fyu38e5q0rqdxcjthrm8xz6a60yd82tamz,0,3013424076,0,0,0,0,0,0,0,0,0,3013424076
terra13nqy3ufdcxxxvv9c0cuh3ylhe2kp9mkcpxnrl6,0,85287266,0,0,0,0,0,0,0,2925248311,0,3010535577
terra1jx7cvxg728wm2rmn20vghv0f6fxy7wd8t9x03u,0,0,0,0,0,0,0,0,0,3009772248,0,3009772248
terra104tnjc0xv9f3tugd04ynfu79exp6yh0zzwgs67,0,0,3007596506,0,0,0,0,0,0,0,0,3007596506
terra18gp5manvyfzfu42ft4yndem58ph4yjdgf4kd60,0,3007113285,0,0,0,0,0,0,0,0,0,3007113285
terra1052ajzc5z80e76qtxm8syyqcu0v03759x93dr4,0,3005773800,0,0,0,0,0,0,0,0,0,3005773800
terra1s9a8xfuk373me0g8a5zmuj0pc7hcxm42ryrgde,536142203,0,0,0,0,0,0,0,0,2466067135,0,3002209338
terra1v4m7kn2dwcfm5e2lxz4hs3par3fxehauw9hjzf,0,2374407127,0,0,131770575,0,408416835,0,0,86631408,0,3001225945
terra1s0xk5m95ldmsqnyq6qh2h0nlyqtkwzu45y55x5,0,0,2997253602,0,0,0,0,0,0,0,0,2997253602
terra1cv7snz5szk8ygtrpr68v39ulazz99lhu4prwvt,4021671,500873639,0,0,0,0,1568565356,0,633501785,290215986,0,2997178436
terra16tjwtvc4nrqttehqmrx3nvlu3uck5mkrg4n7gz,2995353153,0,0,0,0,0,0,0,0,0,0,2995353153
terra14vwy07ylggp4ruxucqmm9k93v7e4l36es6l76u,0,1969527169,0,0,0,0,0,0,0,1025555720,0,2995082889
terra18ph8eqpfv8v6632agjada50r89ws8xlts2c49q,0,2994992236,0,0,0,0,0,0,0,0,0,2994992236
terra1hlmc2kazedayc5mm6gcxmh8nze2senlxy7qfym,2992856137,0,0,0,0,0,0,0,0,0,0,2992856137
terra1prga3yuqnk4plcuddvcydysqwl57he3du5v92r,1600000000,5058676,0,0,0,0,794068215,0,0,591370439,0,2990497329
terra1c4dcwz8rt3tz958wa2j0clmyg8zqcfmapf5gf7,24020793,2547529267,0,0,0,0,0,0,0,417983045,0,2989533105
terra1vek7ls5w2m43lnq99p848497mtjz6ujw3l0r36,8766370,0,2292643069,0,129688340,0,0,0,0,558124508,0,2989222287
terra1qvtru2qgmgv7undtgc3m9le9k68lwkfra4lcy8,0,2987278106,0,0,0,0,0,0,0,0,0,2987278106
terra16pjqrknvtc9u27nqaycejrnkllw0a05d4w3e7l,0,2986186287,0,0,0,0,0,0,0,0,0,2986186287
terra1yetdkjzckjhw443fan2l5wy5z4y4jx0ragzj2v,2983648637,0,0,0,0,0,0,0,0,0,0,2983648637
terra1nm4xufhqm5elrjuj6sczs3p6x8xy7jalxce6jn,72246117,1047723571,0,0,0,0,0,0,0,1862397847,0,2982367536
terra1pcncv4jg8h2wyf4dfdzcydf5p85y75paptd03q,0,2982111818,0,0,0,0,0,0,0,0,0,2982111818
terra1vk4uupy7d3japnm7qt4ju4d62gkat0e25mv5t6,0,2978324844,0,0,0,0,0,0,0,0,0,2978324844
terra1leasxjxs7vnfjy4n05r2n9gl7aqj0xp7smsksm,56695840,0,0,0,1702003943,0,40635947,0,0,1177374360,0,2976710090
terra1v59nzp0frncxdjr90zgq5mrcdjky0rys3ejvdc,2974712609,0,0,0,0,0,0,0,0,0,0,2974712609
terra133jqd7545lg0yds38nh7uds065nus72zzcmg5y,1507862971,0,0,0,0,0,964262012,0,0,502347505,0,2974472488
terra19fqtp0kq9jg0vpc0hpvx0phrkjcwrrr3fuqlcm,1098496431,0,0,0,0,0,1097207132,0,0,776683351,0,2972386914
terra1fvat0lvgsaua6w6vu9azkmku9w5tmlr9jr2fc0,2295020,2811674900,0,0,33818418,0,0,0,0,124463245,0,2972251583
terra1hgmvpdngnde9jzj0rafqj8hgw90vzuarsgahn4,37723810,1528022491,0,0,0,0,0,0,0,1405561012,0,2971307313
terra1qr5wapj8jzj2tprpevued63wy3r300kkrp942m,2664,1106005743,0,0,0,0,1229477002,0,0,633323689,0,2968809098
terra1u0ka0tm9zffcn334dpe6c4wezlytl74u03ul7u,0,2966709369,0,0,0,0,0,0,0,0,0,2966709369
terra16304nvhv38ff5mdc6xexz62dw3hqvwq976rw8v,2962016409,0,0,0,0,0,0,0,0,0,0,2962016409
terra1d56umjsfe96shcsu0ras3jy3xa6j58gysk3tky,0,0,0,0,0,0,1173189757,0,0,1782969293,0,2956159050
terra1j6vh2exuvmcrldjaerdt33qldjkvxy7r89e3tm,0,1961424350,0,0,0,0,0,0,0,993839770,0,2955264120
terra14unzhtjmza548npy08djdc77ymr8r09a2mr4d8,2944629612,0,0,0,0,0,0,0,0,0,0,2944629612
terra12p8x8as8sv5y04ver7jdq0m2ljte6mr3lf86lv,0,0,0,0,0,0,0,0,0,2943293776,0,2943293776
terra15hu6mh5hm7r344hvsugrruvwkxzdxf26nutd8m,1798347,1119011193,0,0,0,0,1210924356,0,0,609954897,0,2941688793
terra1mlqgtsnyyaazcmvplzqwm7clwxx2mwegg7qpy2,2938173003,0,0,0,0,0,0,0,0,0,0,2938173003
terra1elmwt9u0ukd0j3uhs8kcl7ssmxkne2caggc322,457892206,1200171998,0,0,0,0,308728074,0,0,970097258,0,2936889536
terra1xqwelhp2hwvkx9sg4hg8qj7q5cusczwle7z6sz,0,1601570338,0,0,0,0,0,0,0,1330541849,0,2932112187
terra1txjfllhnwz9tewrflz5ekr5wv2f5gxju6x2yad,2922687451,0,0,0,0,0,0,0,0,0,0,2922687451
terra14dmwl0m45alcm8lv3kywn0jem03l8v69q2knnz,0,2907565991,0,0,0,0,0,0,0,0,0,2907565991
terra12xgs0cdh5jl3exc9jf6kcr3cdpgnpt7udh8tnv,0,2907261036,0,0,0,0,0,0,0,0,0,2907261036
terra1ws4w8w0xs5dz9d4lzw6c5twtkkycjv9v55grvw,0,1337472823,0,0,0,0,0,0,0,1568800318,0,2906273141
terra1yukk9ky7znrf7mcegwwxa773k79qgye67xmqlx,0,2541452413,0,0,0,0,0,0,0,364582950,0,2906035363
terra1urfz4xw3kqymnns3cpttwrmzlmkv48lvh75g4n,0,0,2903042629,0,0,0,0,0,0,0,0,2903042629
terra1thh65w25y7v7fnm7m79d38uq8c2jsnzl9ue52c,2802576226,100020719,0,0,0,0,0,0,0,0,0,2902596945
terra13hahjg22xy875sz7fsk7cjhqrttec77xtlg6sy,2900000000,0,0,0,0,0,0,0,0,0,0,2900000000
terra19wp6ta9krcthh80kgyn79evmjj74ljq07h88ah,931531796,0,0,0,0,0,0,0,0,1966477110,0,2898008906
terra1jrk2a6m7hs24uaw28kmdlzjjytrn0ggnkvawca,0,2891121430,0,0,0,0,0,0,0,0,0,2891121430
terra1cvhml9jdf2635hepakh9p5gg6azj68ncgmsktf,10513499,0,1337043572,0,111375176,0,766781321,0,0,664632809,0,2890346377
terra1s8p38qglgvp0hmd422n8uncj5lzhyhz0q385lh,21899381,962563228,0,0,0,0,692904260,0,801600336,411307641,0,2890274845
terra1pud79knvuw7rgc4vejrmm4y4rzvn42ckm7kg0g,369915861,0,0,0,0,0,0,0,0,2512822441,0,2882738302
terra1maq6gzg0vlct0zuvveva5mus6uwzhlsupexcck,2877029784,0,0,0,0,0,0,0,0,0,0,2877029784
terra14ettcucz7xw8dvax67rhna4j6qeq267gq80ndh,0,2869960360,0,0,0,0,0,0,0,0,0,2869960360
terra1p4zmy6j5y50ajln8gynp906m9elxm7wcwx77lf,0,2274499030,0,0,0,0,372500405,0,0,221732484,0,2868731919
terra1jdvazlepxzx726s9cv9zxrud5j7euvt6n84xc4,3180,0,0,0,0,0,2181139894,0,0,685405110,0,2866548183
terra1996t2fft3keamct4qemjqnkxfdu4ukh3tree56,0,0,0,0,222616837,0,0,0,0,2640906075,0,2863522911
terra15prx2284jzyhmk6daycp6stjhvy9qvgppdyqtv,0,2857463948,0,0,0,0,0,0,0,0,0,2857463948
terra1ufdsn4exkm735ulatp22m4c42a5s7vv5s2eqpp,0,2250917512,0,0,0,0,0,0,0,606544145,0,2857461657
terra1y4059q78s3ua85cje49stpyx5f7x574f4nrzgj,0,2363780672,0,0,0,0,0,0,0,491700193,0,2855480865
terra1cl3gf4dg4r58fcdjs7h0625egczgh9mj25pk5s,2616353,701028958,2069687950,0,0,0,71313391,0,0,0,0,2844646652
terra1pvelwvd8dj5t7d8wz07p2z9gnyz3e8js6hfxhq,1466050464,0,0,0,0,0,214979855,0,0,1162724980,0,2843755299
terra18gngxlv3p8w5q4wrrrsd6sgm9actsw0nfslgn2,570130,0,2841995123,0,0,0,0,0,0,0,0,2842565253
terra1cn3enata7cmhqp28mua8vv26jhetczv0cryjtl,2842434985,0,0,0,0,0,0,0,0,0,0,2842434985
terra1wn7hh72ycqanl2yg3zcrs8jha6hmch9y2vgx4u,0,2775106282,0,0,0,0,0,0,0,54795986,0,2829902268
terra1af20r5dvx6ldghr9eun7azfe7703774uyhy3x5,14954452,0,0,0,0,0,2075500782,0,0,739437409,0,2829892643
terra1xjhz9r93m2crchpwgya8vf5d9y2kd0h50vwwtf,0,1031897749,0,0,0,0,0,0,0,1797630559,0,2829528308
terra128gey453wq0r8q2qt4nzfrcjwf3p088dnlyal9,36065,0,0,0,0,0,2301460982,0,0,527674610,0,2829171657
terra1ula5vrg6xqmhh2ahxv33gd6n6lwa3spafh7x05,249924,336963708,0,0,196399183,0,0,0,0,2295505384,0,2829118199
terra1ufqfl3hfgpwxjv4hl78mll6x05e7nwcnnzdq4d,0,2825937790,0,0,0,0,0,0,0,0,0,2825937790
terra1phxcs4vgwjlamgnqz9quls4ksumylql2xqt2d5,2825777528,0,0,0,0,0,0,0,0,0,0,2825777528
terra1r4874wwzhelka3ekvgc9cve0mhw7c5kx8a482r,0,719936190,0,0,0,0,1677372335,0,0,428215841,0,2825524366
terra10jhal9rpn42nmfttc90zt8g979hzh2rfp5jyku,18340907,1792841268,0,0,0,0,0,0,0,1008611055,0,2819793230
terra15fz8thtklhhq6hgzw85smfrfu5742pddxkzs3e,58295,0,0,0,0,0,2818932735,0,0,0,0,2818991030
terra16vfd0n0gqf8yjnej6g7qq4vrqza450vuhszgdw,0,2608271295,0,0,0,0,0,0,0,204836086,0,2813107382
terra1v0w45gz5dl9jdkn27tq836ug706nm8lpw8ymnq,2810338487,0,0,0,0,0,0,0,0,0,0,2810338487
terra1g0ms3xtf8ks9pjspzfnn09n9c0ewczmnhhy4cn,0,1031199485,0,0,0,0,0,0,0,1779034376,0,2810233861
terra10p445q26mv4pzpx7max2we0k3f9z8zrakpx0fn,0,2809391974,0,0,0,0,0,0,0,0,0,2809391974
terra1d3zx4plcr5p2re0q6gp6zpcc2t2h5p0zf7mc7c,0,2808229861,0,0,0,0,0,0,0,0,0,2808229861
terra1zn75gyer7ckrcgvfmwftz5lw780n3eec4xwz0x,0,2806811645,0,0,0,0,0,0,0,0,0,2806811645
terra1vkxk599h5jdr0g4eg4hk7n3ensm460882qdsje,0,1289070753,0,0,0,0,1053123366,0,0,464143623,0,2806337742
terra1cm4t47pzkg0kqt53ypdpzmp77d24lmawqpw2js,15499429,2786602882,0,0,0,0,0,0,0,0,0,2802102311
terra17tqc7hauf2avhg3n7au844pgcuvqlcjjx9u3el,0,0,0,0,0,0,950990341,0,0,1842120888,0,2793111229
terra18zhcpt2lk7l6u8dm332yz6zzpvagyfevescjj7,2791416755,0,0,0,0,0,0,0,0,0,0,2791416755
terra1dvvwtgzuqeqww77wej3k4kuh54rehj08nch5wn,0,2791388630,0,0,0,0,0,0,0,0,0,2791388630
terra18hymawh5p04ml8ad9nzhu66qjj6s38p0deltv9,0,830278907,0,0,0,0,857923853,0,0,1102589119,0,2790791879
terra19rlzdl2c9phz2pyxtxjc5vcsma42guj32gyphv,2786828315,0,0,0,0,0,0,0,0,0,0,2786828315
terra133mae99hzq0p38d4q7qcv9lfwpzvpa5p9d4z2y,0,0,0,0,0,0,0,0,0,2786016488,0,2786016488
terra18kxll5tfhenfgfff8wpfj833tllfwrx37qga20,0,0,0,0,0,0,0,0,0,2779558380,0,2779558380
terra1kvmd8e22tpersyhjxd5nnf2tvnf5jhge60vwd0,2778858122,0,0,0,0,0,0,0,0,0,0,2778858122
terra1rk0d6c6f90t7jkzm5w34qu548a6s8mu4nmpckn,22639235,2128571901,0,0,410723729,0,0,0,0,216368016,0,2778302882
terra1jdsycjh4wmh9vwyzzyr8cjvwhgt8mhcxk6uuz0,530482435,2247133341,0,0,0,0,0,0,0,0,0,2777615776
terra1yrqxsw5qrfnpxcw324rulzx244xeuqhdlgmxpx,0,2258429399,0,0,0,0,0,0,0,518156497,0,2776585896
terra1vm27f0g8h9u2qs39uwn9lqzytmqfmjdd5qnkl9,9959793,980941087,0,0,723026621,0,0,0,0,1058467397,0,2772394898
terra15y79vesack8u7up533rrh80ata7272uv87vw8e,2770983376,0,0,0,0,0,0,0,0,0,0,2770983376
terra1h9f396rvtuz6vhtuck6w9ph0de70w720en5htv,2770983376,0,0,0,0,0,0,0,0,0,0,2770983376
terra1j5sdraprpjzpv554p30vcfe3cpcv6h6npgghg6,0,0,0,0,0,0,0,0,0,2770979961,0,2770979961
terra1t22q96uum4fzvyzv45xjl7lhcj46j62ycx66n8,629647725,728788027,0,0,0,0,0,0,0,1412509918,0,2770945670
terra1my6smjfxwrnnm4qlwzya653sjkffneeucxscva,2770529140,0,0,0,0,0,0,0,0,0,0,2770529140
terra1xzyt8409yz89zyh6kmwf0y857cs937hdr56exk,0,2673988951,0,0,0,0,0,0,0,95674873,0,2769663824
terra19vvnuu5xfu2fr6xxh98a0e3u8skrcsdwkzu8zd,0,2763055823,0,0,0,0,0,0,0,0,0,2763055823
terra1punjngf9ugvthewuaerld8hc8nf74r260jmxeu,0,1564032632,0,0,0,0,0,0,0,1197600442,0,2761633074
terra1z66y9672ulh5hhaa9t5nwhgra8retxn29wkcad,0,0,0,0,0,0,0,0,0,2760697341,0,2760697341
terra1qeju75w2qhuqfwav7p3a6hdhtaee2g9kaaq3jn,983239312,0,0,0,720172400,0,0,0,0,1056184791,0,2759596503
terra1gf8mqpyelqccp45q5vk4fajjuwsj4nz3uzlty4,5701018,2002437844,0,0,0,0,378971859,0,0,371946580,0,2759057301
terra10hyqtxhl42ezqj07y9ymsvd0shf90766007fqz,2753090333,0,0,0,0,0,0,0,0,0,0,2753090333
terra155fm8vgm3lhkc0dz79mpek5zcew02rvc7fzcur,0,0,0,0,0,0,1012866598,0,0,1738459675,0,2751326274
terra12r5y9w2dzw00dzpjja6cf594mrv95s3rdjlu5r,0,2750767888,0,0,0,0,0,0,0,0,0,2750767888
terra19zmpd80lxp44k3z8wtxvd6fe05z3lscpm766wa,0,2744415903,0,0,0,0,0,0,0,0,0,2744415903
terra1ypfmj94w79et48g79gwav4w9x7hxakfzty9y3a,1983,0,0,0,0,0,2742591312,0,0,0,0,2742593295
terra1tcct4jn6zj08q38zxenc8eedgqvfal3e26m24a,2740785677,0,0,0,0,0,0,0,0,0,0,2740785677
terra17d7qaflggys206sz0zffaqvxlxsa5g8gyst60g,2738992602,0,0,0,0,0,0,0,0,0,0,2738992602
terra18uka7ydlake2q5f9fde54np08eg7ycfxnd2mcx,0,1184507363,0,0,0,0,0,0,0,1554176000,0,2738683363
terra1n7hptmv22m5pxujzra27m4pfckm0ek9zxs3vce,903747656,0,0,0,0,0,0,0,0,1820914497,0,2724662153
terra1987um7vd8dmyqma9hle5r9rjfwpljnk7ahcm7z,0,0,0,0,0,0,2719909495,0,0,0,0,2719909495
terra1hw7g6hjalwgjvlz2sexr38ncntq5rh7uxt0kql,27159947,2692105576,0,0,0,0,0,0,0,0,0,2719265523
terra1nd3n4ywx0v0p4ww94pg4q0n0nfpentucrpc554,2718094540,0,0,0,0,0,0,0,0,0,0,2718094540
terra1a96pde7nzjna0klmaxpuymtuv6zv33uvph7j0k,2712052164,0,0,0,0,0,0,0,0,0,0,2712052164
terra1f5vty462exy97dkdtwnqxy8fjucynur4n3ahxm,205477642,0,0,1443825347,0,0,88931160,0,0,971062270,0,2709296419
terra1a0u089chxd630ru82ctwg2nh0px2dlt6snapx8,0,0,0,0,0,0,1058593777,0,0,1649883213,0,2708476990
terra1acn3lgrzyqk78wge0h32mftgqfqg9xltlgyx0p,0,2708034169,0,0,0,0,0,0,0,0,0,2708034169
terra1x4u6j630dju6flwudydnp40k8qjcxplk97rmrz,0,0,0,0,0,0,0,0,0,2707814409,0,2707814409
terra1qh59n0ah6r4f05vja97w458a4nk7ezwrtj698n,0,1580351530,0,0,0,415577638,522884536,0,0,188539624,0,2707353328
terra19p6rp33qzrt0623namdkqed3xzwsgxq7dh25f3,0,2707033043,0,0,0,0,0,0,0,0,0,2707033043
terra17ecuxxt5ft9ayewkvh2lph0y66n0w28pfwz22d,0,2698995452,0,0,0,0,0,0,0,0,0,2698995452
terra1rkr6h5q7rwk6mkgksvkpneh9ph46s9t7d337hj,2698167233,0,0,0,0,0,0,0,0,0,0,2698167233
terra1kzk60xjsqeh38t55qrk87cymmh5kfm3up25jup,2693148945,0,0,0,0,0,0,0,0,0,0,2693148945
terra1x9y4x3lyj95spzfmr4jxylcdm8e2uq43ngh9r4,0,2688956723,0,0,0,0,0,0,0,0,0,2688956723
terra1l88wgkc4kuzgdcylqnur7aunh89007u0p2khqe,0,0,0,0,615221301,0,0,0,0,2071844706,0,2687066007
terra1uv8pxssz0yh50unxw9uuy9q2neqk8esmhudr63,0,0,0,0,0,0,0,0,0,2686267863,0,2686267863
terra1hwd70mwmj8pqjflretypx6rtgm92nx3fu2fmkt,0,939413665,0,0,0,0,0,0,0,1744974746,0,2684388411
terra1vrh40z0enuhmgg7wscj7ethhc30q49wn8442ar,2683523508,0,0,0,0,0,0,0,0,0,0,2683523508
terra1048gyhzptenxuwt5h4sngddej74vsq0rf300zw,0,2683259485,0,0,0,0,0,0,0,0,0,2683259485
terra1w0lhgk3yx4dlfu2r2gck2f4ag4jwgp2hlnj3u7,2683235957,0,0,0,0,0,0,0,0,0,0,2683235957
terra1hdc7m7kqh2nkw42ucsgxsmq53cxq0tuw2u0adh,0,436027300,0,0,0,0,0,0,0,2244672393,0,2680699694
terra1wshtmfxwmpsvj72rrmncfcrcc6undhuzmggxqe,2298147119,0,0,0,0,263532587,113440253,0,0,0,0,2675119959
terra1uf0r08larckutq9rukzznx4y8903jaw33yusx3,2211555034,0,0,0,0,0,0,0,0,460824232,0,2672379266
terra1wvf24j8vsreacxfqh66y5cw5h7tqkpzdrt0442,0,1204082732,0,0,0,0,0,0,0,1466924431,0,2671007163
terra1zf902uzyq8kfxsef3l25hpdam5utp0gmaukguq,0,541575002,0,0,0,1324038133,0,0,0,805196248,0,2670809384
terra1wa82rxhv85eu48aqus708d4rr6wqyfp7us3qwr,0,0,0,0,0,0,0,0,0,2669242958,0,2669242958
terra1xephkpv237e03starwgd05a5w89zjvwy99hq0g,0,2665653994,0,0,0,0,0,0,0,0,0,2665653994
terra1d749vd3t225hwpdtzs30a9qc757m6ad0rwzpgd,1840654837,62551483,0,0,0,497302821,0,0,0,263992527,0,2664501667
terra1lcydu4499ylve2vsg534xznpefht3xevev93xy,0,2176932060,0,0,0,0,0,0,0,473656777,0,2650588837
terra1xrfczlw3pu43hdqtnzlted45nw7gnvvkdq92pz,943715116,0,0,0,0,0,0,0,0,1705352637,0,2649067753
terra1uvwqj7jhnypcdpqkw5as6frahzwz0mu40ts2am,0,2641560350,0,0,0,0,0,0,0,0,0,2641560350
terra1y3qx2mut32h465n4j2a0ed5d5r3rl75l2y7kug,27722110,2349155923,0,0,64611527,0,0,0,0,195426962,0,2636916522
terra1xz24858m7ke9j7gnrkk0lat8utr3vjexckz0zg,0,2636308685,0,0,0,0,0,0,0,0,0,2636308685
